dataset,prune_method,prune_ratio,acc_mean,acc_std,mem_mean,mem_std,time_mean,time_std,edges_remaining,original_edges
cora,none,0.0,0.8040000081062317,0.004979953174922633,80.075,28.253068486560004,8.034240875195247,0.7775822129935425,5278,5278
cora,random,0.5,0.7457999944686889,0.007626262862914557,11.465625,22.56413039469392,5.667002416605828,0.5214306966424234,2639,5278
cora,degree,0.5,0.725600004196167,0.009350935992154648,0.259375,0.17527879577975197,4.7430096334021075,0.15200589637731338,2639,5278
cora,spectral,0.5,0.7266000032424926,0.004758152276330983,0.0625,0.04941058844013093,4.155575174797559,0.16994655951566007,2639,5278
