dataset,prune_method,prune_ratio,acc_mean,acc_std,mem_mean,mem_std,time_mean,time_std,edges_remaining,original_edges
citeseer,none,0.0,0.7059999942779541,0.008988875040676896,142.990625,80.38378256837632,10.160546158399665,0.31891542525630057,4614,4614
citeseer,random,0.5,0.6826000094413758,0.009769347267183068,73.5375,90.05186472163555,9.913661407999461,0.12507933645386293,2306,4614
citeseer,degree,0.5,0.6858000159263611,0.006764622584715626,33.765625,46.384604589979524,9.81210011660005,0.06490451702518114,2309,4614
citeseer,spectral,0.5,0.6562000036239624,0.005153629116886509,138.775,114.41461515102102,10.137888658395969,0.23712709958233633,2338,4614
