dataset,prune_method,prune_ratio,acc_mean,acc_std,mem_mean,mem_std,time_mean,time_std,edges_remaining
citeseer,spectral,0.0,0.7059999942779541,0.008988875040676896,198.671875,116.70192231439464,10.195949558197754,0.20762629384153483,4614
citeseer,spectral,0.1,0.7039999961853027,0.004335904090033408,64.98125,57.01278930670951,9.934570116800023,0.04303886811538916,4209
citeseer,spectral,0.2,0.6980000019073487,0.0018973610169586773,24.3,21.141627147348427,9.879524916800438,0.09298710640173814,3741
citeseer,spectral,0.3,0.6789999961853027,0.007127408754862227,49.43125,60.1643733151626,9.931385299796238,0.0641428194558602,3274
citeseer,spectral,0.5,0.6562000036239624,0.005153629116886509,80.34375,75.94432325312407,10.121452641591896,0.14121975964108527,2338
citeseer,spectral,0.7,0.6395999908447265,0.016918630097180715,117.346875,84.24244066142522,9.987407249811804,0.09879565458428917,1403
